md5sum,document_name,theme,type,author,author_type,date,language,link,pdf_link,validation_status,data_error_type,party,translation,version,status,source,topics
e547331831bf205dc5113f7df3bff9db,Guyana. National Communication (NC). NC 2.,"National communications (NC), Mitigation",National communications (NC),Guyana,,,English,/documents/106991,https://unfccc.int/sites/default/files/resource/guync2.pdf,not validated,,Guyana,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
65f105bd4a492b5907cd7238dfaa712a,Germany. 2021 National Inventory Report (NIR),"GHG inventories, Mitigation",Germany. 2021 National Inventory Report (NIR),Germany,,2021-04-15T12:00:00Z,English,/documents/273433,https://unfccc.int/sites/default/files/resource/deu-2021-nir-15apr21.zip,not validated,,Germany,,,,UNFCCC Information Portal,"GHG inventories,Mitigation"
cbb4d097f5950083991ef6da1420da65,Compilation and synthesis of fourth biennial reports of Parties included in Annex I to the Convention. Revised report by the secretariat. Executive summary,"Biennial reports (BR), Mitigation, Means of implementation","Pre-session documents, Synthesis reports",UNFCCC. Secretariat,,2022-05-13T12:00:00Z,English only,/documents/476560,https://unfccc.int/sites/default/files/resource/sbi2020_inf10_rev01.pdf,not validated,,,,,,UNFCCC Information Portal,"Biennial reports BR,Mitigation,Means of implementation"
67bbc2400d8fa896e641ef22618097ba,The Equity Landscape: A working paper of the Equity Working Group of the independent Global Stocktake (iGST),"Global stocktake, Adaptation, Means of implementation, Mitigation, Climate finance, Loss and damage, Capacity-building",Submissions to the Global Stocktake,Climate Equity Reference Project Canada (CERP),,2023-01-17T12:00:00Z,English,/documents/624845,https://unfccc.int/sites/default/files/resource/202301111057---The%20Equity%20Landscape.%20A%20Working%20Paper%20of%20the%20Equity%20Working%20Group%20of%20the%20independent%20Global%20Stocktake%20%28iGST%29.pdf,not validated,,,,,,UNFCCC Information Portal,"Global stocktake,Adaptation,Means of implementation,Mitigation,Climate finance,Loss and damage,Capacitybuilding"
1b208454f270329d3d97e7c5aa09b781,Costa Rica. Biennial update report (BUR).  BUR 2.,Costa Rica. Biennial update report (BUR).  BUR 2.,Biennial update reports (BUR),Costa Rica,,2019-12-23T12:00:00Z,English,/documents/204842,https://unfccc.int/sites/default/files/resource/AnexoTecnico%20REDD.pdf,not validated,,Costa Rica,,,,UNFCCC Information Portal,Mitigation actions and commitments
e1a7c8e9a6dacbdc6533b163c00b7ea5,Facilitative sharing of views record - BUR2 Malaysia,"Biennial update reports (BUR), Means of implementation, Mitigation",Facilitative sharing of views reports (FSVR),UNFCCC Authors,,2020-03-03T12:00:00Z,English,/documents/210227,https://unfccc.int/sites/default/files/resource/FSVR%202_MYS_v5.pdf,not validated,,,,,,UNFCCC Information Portal,"Biennial update reports BUR,Means of implementation,Mitigation"
935943b92a6304e16d7fbc7599970fc7,AILAC - Submission to the First Global Stocktake Second Information Gathering Phase / Second Technical Dialogue,"Equity, Climate finance, Capacity-building, Technology, Science and research, Response measures, Means of implementation, Loss and damage, Global stocktake, Adaptation, Mitigation",Submissions to the Global Stocktake,Independent Alliance of Latin America and the Caribbean (AILAC),,2022-10-26T12:00:00Z,English,/documents/620415,https://unfccc.int/sites/default/files/resource/202210211110---AILAC%20Submsion%20on%20GST_TD1.2.pdf,not validated,,,,,,UNFCCC Information Portal,"Equity,Climate finance,Capacitybuilding,Technology,Science and research,Response measures,Means of implementation,Loss and damage,Global stocktake,Adaptation,Mitigation"
fd1837842d6fbc4a2c36a94db2624392,Bulgaria. 2022 National Inventory Report (NIR),Bulgaria. 2022 National Inventory Report (NIR),National inventory reports (NIR),Bulgaria,,2022-04-15T12:00:00Z,English,/documents/461950,https://unfccc.int/sites/default/files/resource/bgr-2022-nir-15apr22.zip,not validated,,Bulgaria,,,,UNFCCC Information Portal,"GHG inventories,Mitigation"
7cb54cf66f9e157816ad5ea4b9599072,We Mean Business Coalition submission to the global stocktake,"Global stocktake, Mitigation",Submissions to the Global Stocktake,We Mean Business Coalition submission to the global stocktake,,2022-04-14T12:00:00Z,English,/documents/461874,https://unfccc.int/sites/default/files/resource/202203270943---WBCSD%20WMB%20Coalition%20-%20Feedback%20to%20GST%20%28Final%29.pdf,not validated,,,,,,UNFCCC Information Portal,"Global stocktake,Mitigation"
6a39b29c2c28690a49bc8cf39b4bf05e,Thailand. National Communication (NC). NC 3.,"National communications (NC), Mitigation",National communications (NC),Thailand,,,English,/documents/181765,https://unfccc.int/sites/default/files/resource/Thailand%20TNC.pdf,not validated,,Thailand,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
e621a5ebae64cc6c7e24ae2540289e09,Cyprus. 2021 National Inventory Report (NIR),Cyprus. 2021 National Inventory Report (NIR),National inventory reports (NIR),Cyprus,,2021-04-13T12:00:00Z,English,/documents/271515,https://unfccc.int/sites/default/files/resource/cyp-2021-nir-13apr21.zip,not validated,,Cyprus,,,,UNFCCC Information Portal,"GHG inventories,Mitigation"
311e1a3e337d946eec33252449e11430,Poland. Biennial report (BR). BR 4,Emission reduction targets,Biennial reports (BR),Poland,,2020-02-12T12:00:00Z,English,/documents/209903,https://unfccc.int/sites/default/files/resource/BR4%20POLAND.pdf,not validated,,Poland,,,,UNFCCC Information Portal,Emission reduction targets
e2ba4c4a2feae58ed6792d2e0d20fbbf,Tajikistan. Biennial update report (BUR). BUR 1.,"Biennial update reports (BUR), Mitigation",Biennial update reports (BUR),Tajikistan,,2019-07-18T12:00:00Z,Russian,/documents/198521,https://unfccc.int/sites/default/files/resource/FBUR%20Tajikistan_rus.pdf,not validated,,Tajikistan,,,,UNFCCC Information Portal,"Biennial update reports BUR,Mitigation"
6d8813c9f84c4edce76328b727eec30d,Paraguay. National Communication (NC). NC 3.,"National communications (NC), Mitigation",National communications (NC),Paraguay,,,Spanish,/documents/81515,https://unfccc.int/sites/default/files/resource/Resumen%20NC3%20%20PARAGUAY.pdf,not validated,,Paraguay,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
134ecdc63ebf3852334487c95754ab09,South Africa. Biennial update report (BUR). BUR 3.,"Biennial update reports (BUR), Mitigation",South Africa. Biennial update report (BUR). BUR 3.,South Africa,,2019-06-05T12:00:00Z,English,/documents/196185,https://unfccc.int/sites/default/files/resource/Final%203rd%20BUR%20of%20South%20Africa%20100.pdf,not validated,,South Africa,,,,UNFCCC Information Portal,"Biennial update reports BUR,Mitigation"
6a3107a7079b260005706adf7a392abe,"Constituted Body GST synthesis report: Synthesis report for the technical assessment component of the first global stocktake: Information on matters related to technology development and transfer, including the information referred to in Article 10 of the Paris Agreement, barriers and challenges faced by developing countries and good practises, experiences and potential opportunities to enhance international cooperation on mitigation and adaptation.  Prepared by the Technology Executive Committee.","Constituted Body GST synthesis report: Synthesis report for the technical assessment component of the first global stocktake: Information on matters related to technology development and transfer, including the information referred to in Article 10 of the Paris Agreement, barriers and challenges faced by developing countries and good practises, experiences and potential opportunities to enhance international cooperation on mitigation and adaptation.  Prepared by the Technology Executive Committee.",Global Stocktake synthesis reports,UNFCCC. Technology Executive Committee (TEC),,2022-04-04T12:00:00Z,English,/documents/461611,https://unfccc.int/sites/default/files/resource/GST_SR_TEC.pdf,not validated,,,,,,UNFCCC Information Portal,"Global stocktake,Means of implementation,Technology"
767ef7df40ef5b551a52a50ed298c559,The global stocktake: an opportunity for ambition - Landscape Analysis of Adaptation Opportunities for Climate Ambition,"Global stocktake, Adaptation",Submissions to the Global Stocktake,The global stocktake: an opportunity for ambition - Landscape Analysis of Adaptation Opportunities for Climate Ambition,,2022-04-01T12:00:00Z,English,/documents/461583,https://unfccc.int/sites/default/files/resource/202202281810---C2ES_EDF%20Landscape%20Analysis%20of%20Adaptation%20Opportunities%20for%20Climate%20Ambition.pdf,not validated,,,,,,UNFCCC Information Portal,"Global stocktake,Adaptation"
27233c8f06e173384e85c3e6345f6f76,Slovakia. National Communication (NC). NC 8. Biennial Reports (BR). BR 5.,"Emission reduction targets, Policies and measures, Adaptation","National communications (NC), National communications (NC), Biennial reports (BR)",Slovakia,,2023-02-06T12:00:00Z,English,/documents/626514,https://unfccc.int/sites/default/files/resource/SVK_8NC_5BR.pdf,not validated,,Slovakia,,,,UNFCCC Information Portal,"Emission reduction targets,Policies and measures,Adaptation"
84f175f6072d9227711c71dbf39f47ba,Climate Action Pathway: Water. Action Table,"Water, Adaptation, Means of implementation, Mitigation, Science and research, Technology",Publications,Climate Action Pathway: Water. Action Table,,2021-08-19T12:00:00Z,English,/documents/302652,https://unfccc.int/sites/default/files/resource/Water_ActionTable_.pdf,not validated,,,,,,UNFCCC Information Portal,"Water,Adaptation,Means of implementation,Mitigation,Science and research,Technology"
b514b56dcfd9f5a55543806beead0fc1,Technical analysis of the third biennial update report of Argentina submitted on 27 November 2019. Summary report by the team of technical experts,"Biennial update reports (BUR), National communications (NC), International consultations and analysis (ICA), Mitigation, Means of implementation",Technical analysis summary report (TASR),Technical analysis of the third biennial update report of Argentina submitted on 27 November 2019. Summary report by the team of technical experts,,2020-09-16T12:00:00Z,English only,/documents/232086,https://unfccc.int/sites/default/files/resource/tasr2020_ARG.pdf,not validated,,Argentina,,,,UNFCCC Information Portal,"Biennial update reports BUR,National communications NC,International consultations and analysis ICA,Mitigation,Means of implementation"
a641fc6c93a4ab04d1b3aaf5d64d9dd6,Maldives. National Communication (NC). NC 2.,"National communications (NC), Mitigation",National communications (NC),Maldives,,,English,/documents/181759,https://unfccc.int/sites/default/files/resource/SNC%20PDF_Resubmission.pdf,not validated,,Maldives,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
4c219bb0d9c9c0ea4764090fc8526e61,Constituted Body GST synthesis report: Consultative Group of Experts Input to the technical assessment of the global stocktake,"Global stocktake, Adaptation, Capacity-building, Mitigation, Science and research",Global Stocktake synthesis reports,UNFCCC. Consultative Group of Experts (CGE),,2022-04-10T12:00:00Z,English,/documents/461732,https://unfccc.int/sites/default/files/resource/CGE_GST%20submission.pdf,not validated,,,,,,UNFCCC Information Portal,"Global stocktake,Adaptation,Capacitybuilding,Mitigation,Science and research"
1e3b3807963f02806bb476309f7ed470,The institutional ecosystem for loss and damage - Centre for Climate and Energy Solutions C2ES,"Loss and damage, Global stocktake",Submissions to the Global Stocktake,Center for Climate and Energy Solutions (C2ES),,2022-08-08T12:00:00Z,English,/documents/574280,https://unfccc.int/sites/default/files/resource/202208051649---the-institutional-ecosystem-for-loss-and-damage-final.pdf,not validated,,,,,,UNFCCC Information Portal,"Loss and damage,Global stocktake"
0d1ea7930c4a1d544d0a701727746b66,Viet Nam. National Communication (NC). NC 3.,"National communications (NC), Mitigation",National communications (NC),Viet Nam,,,English,/documents/192805,https://unfccc.int/sites/default/files/resource/Viet%20Nam%20-%20NC3%20resubmission%2020%2004%202019_0.pdf,not validated,,Viet Nam,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
776f17f3e7c7c814c8efdd62b2e69f5e,Gabon. Biennial update report (BUR). BUR 1. National inventory report.,Gabon. Biennial update report (BUR). BUR 1. National inventory report.,National inventory reports (NIR),Gabon,,2021-12-29T12:00:00Z,French,/documents/414959,https://unfccc.int/sites/default/files/resource/RNI%20GABON.pdf,not validated,,Gabon,,,,UNFCCC Information Portal,"Biennial update reports BUR,Mitigation"
760a9860677522114384bc0f62bdbb95,Ireland. Biennial report (BR). BR 4,Emission reduction targets,Biennial reports (BR),Ireland,,2020-02-13T12:00:00Z,English,/documents/209916,https://unfccc.int/sites/default/files/resource/Irl%20BR4%202020.pdf,not validated,,Ireland,,,,UNFCCC Information Portal,Emission reduction targets
90bb8c358b9e5b823136aa600b9d11b0,Stratégie à long terme de la Belgique,Stratégie à long terme de la Belgique,Long-term low greenhouse gas emission development strategies (LT-LEDS),Belgium,,2020-12-10T12:00:00Z,French,/documents/267198,https://unfccc.int/sites/default/files/resource/2020-02-19_lts_be_fr.pdf,not validated,,Belgium,,,,UNFCCC Information Portal,"Ambition and collective progress,Mitigation,Adaptation"
bccdb7fa245b8b616878881ce5fda4a0,Estrategia de Descarbonizacíon a Largo Plazo 2050,"Ambition and collective progress, Mitigation, Adaptation",Long-term low greenhouse gas emission development strategies (LT-LEDS),Spain,,2020-12-10T12:00:00Z,Spanish,/documents/267206,https://unfccc.int/sites/default/files/resource/LTS1_Spain_0.pdf,not validated,,Spain,,,,UNFCCC Information Portal,"Ambition and collective progress,Mitigation,Adaptation"
9547cc4166cf6b104fa3faabc5075f17,"Biennial in-session workshop on information to be provided by Parties in accordance with Article 9, paragraph 5, of the Paris Agreement. Summary report by the secretariat",Climate finance,Summary reports,UNFCCC. Conference of the Parties serving as the meeting of the Parties to the Paris Agreement (CMA),,2021-09-10T12:00:00Z,Russian,/documents/306727,https://unfccc.int/sites/default/files/resource/cma2021_05R.pdf,not validated,,,,,,UNFCCC Information Portal,Climate finance
