document_id,text_block_text_hash,type,id,text,start_idx,end_idx,sentence,pred_probability,annotator,kb_ids
UNFCCC.non-party.1870.0,6aa876616f54db54e684c27a1dc3fc17__efc9211b30abc1b7a82081859cb17d93a1fb135ef1a68254ca585b5a0c6d70f7,TRANSPORT_TECHNOLOGIES,ZERO-EMISSION_VEHICLES,Zero Emission Vehicle,104,125,"COP26 transport initiatives commitments - A number of initiatives were launched at COP26, including the Zero Emission Vehicle Transition Council and its International Assistance Task Force, as well as the Global Memorandum of Understanding on Medium and Heavy Duty Vehicles.",1.0,explorer,
UNFCCC.non-party.1870.0,acb5b54ab60a50f601c725b458dc8245__f3e4c8346e35e3f9db5463ee0d72cf6ad437c487f58fbf0e3db9f73949ccadd7,TRANSPORT_TECHNOLOGIES,ELECTRIC_VEHICLES,electric vehicles,70,87,o Targets for phasing out internal combustion engines (and phasing in electric vehicles) are accelerating the pace of transport decarbonisation.,1.0,explorer,
UNFCCC.party.1851.0,142dcb5c6fd683913be3f9f8bc4db495__92eb4ffec8d5a53cd4dea873bc89de6c04d08f49dc4241e47b0ac61335a2a135,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,carbon storage,427,441,"The GST outputs should reflect the principle that all technologies and solutions that ensure reduction and removal of GHGs can be employed to achieve mitigation objectives, that implies that in addition to renewable energy natural gas as a transitional fuel, low-emissions solutions in the use of fossil fuels, nuclear, hydrogen and hydropower, capture and carbon storage can be used for mitigation purposes.",1.0,explorer,
UNFCCC.party.1851.0,8af91ffb7db5ea85b3d7023f2bb0f926__44755e5f245dfd1fca528abbd1564b1c4f2738244108905788e02c5735ad5e9b,CLEAN_TECHNOLOGIES_(GENERAL),CLEAN_TECHNOLOGIES,sustainable technologies,221,245,Investments in low-emission and sustainable technologies are crucial to achieve global climate goals.,1.0,explorer,
UNFCCC.party.1879.0,4f8c10bf0d2151ba9ffe08191a34cf88__ff1f9dc594a318a471883753d672b17ac4aa33ef4c0ff0d78b0213aa8fc0053a,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,carbon capture,137,151,":unselected: · Accelerate the deployment of carbon management technologies - carbon capture, utilization, and storage (CCUS), bio-energy carbon capture and storage (BECCS), and carbon dioxide removal (CDR) technologies - recognizing carbon management is one of the IEA's four key pillars for accelerating action this decade, in order to keep the Paris Agreement goals in reach.",1.0,explorer,
UNFCCC.party.1879.0,4f8c10bf0d2151ba9ffe08191a34cf88__ff1f9dc594a318a471883753d672b17ac4aa33ef4c0ff0d78b0213aa8fc0053a,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,carbon capture,77,91,":unselected: · Accelerate the deployment of carbon management technologies - carbon capture, utilization, and storage (CCUS), bio-energy carbon capture and storage (BECCS), and carbon dioxide removal (CDR) technologies - recognizing carbon management is one of the IEA's four key pillars for accelerating action this decade, in order to keep the Paris Agreement goals in reach.",1.0,explorer,
UNFCCC.party.1879.0,4f8c10bf0d2151ba9ffe08191a34cf88__ff1f9dc594a318a471883753d672b17ac4aa33ef4c0ff0d78b0213aa8fc0053a,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,carbon dioxide removal,177,199,":unselected: · Accelerate the deployment of carbon management technologies - carbon capture, utilization, and storage (CCUS), bio-energy carbon capture and storage (BECCS), and carbon dioxide removal (CDR) technologies - recognizing carbon management is one of the IEA's four key pillars for accelerating action this decade, in order to keep the Paris Agreement goals in reach.",1.0,explorer,
UNFCCC.party.1879.0,4f8c10bf0d2151ba9ffe08191a34cf88__ff1f9dc594a318a471883753d672b17ac4aa33ef4c0ff0d78b0213aa8fc0053a,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,CCUS,119,123,":unselected: · Accelerate the deployment of carbon management technologies - carbon capture, utilization, and storage (CCUS), bio-energy carbon capture and storage (BECCS), and carbon dioxide removal (CDR) technologies - recognizing carbon management is one of the IEA's four key pillars for accelerating action this decade, in order to keep the Paris Agreement goals in reach.",1.0,explorer,
UNFCCC.party.1879.0,4f8c10bf0d2151ba9ffe08191a34cf88__ff1f9dc594a318a471883753d672b17ac4aa33ef4c0ff0d78b0213aa8fc0053a,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,BECCS,165,170,":unselected: · Accelerate the deployment of carbon management technologies - carbon capture, utilization, and storage (CCUS), bio-energy carbon capture and storage (BECCS), and carbon dioxide removal (CDR) technologies - recognizing carbon management is one of the IEA's four key pillars for accelerating action this decade, in order to keep the Paris Agreement goals in reach.",1.0,explorer,
UNFCCC.party.1879.0,2ccc6694550f8f2c34160c986bad2a59__91494d7c15e917bc15ab50a11f4f9cca0f845585393b92bd64b69c32f85a4c9b,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,sequester carbon,60,76,":unselected: o Accelerate efforts to mitigate emissions and sequester carbon in the agriculture sector, as well as efforts to improve sustainability (environmental, economic, and social) to ensure global food security.",1.0,explorer,
